5014, 中2, 1, 0, 0, 0, 0, 0, 0
4021, 中3, 1, 0, 1, 0, 1, 0, 0
7008, 小6, 1, 1, 0, 0, 0, 0, 0
5015, 中2, 1, 2, 1, 0, 0, 0, 0
9001, 小4, 1, 1, 0, 0, 0, 0, 0
4022, 中3, 1, 1, 0, 1, 0, 0, 0
5016, 中2, 1, 1, 1, 1, 1, 0, 0
6010, 中1, 0, 1, 1, 0, 0, 0, 0
4023, 中3, 1, 1, 1, 1, 1, 0, 0
4024, 中3, 1, 2, 1, 1, 0, 0, 0
2002, 高2, 0, 0, 0, 0, 0, 0, 2
8004, 小5, 1, 0, 1, 0, 0, 0, 0
4025, 中3, 1, 2, 0, 1, 1, 0, 0
6011, 中1, 1, 2, 1, 0, 0, 0, 0
7009, 小6, 1, 1, 1, 0, 0, 0, 0
6012, 中1, 1, 0, 1, 0, 0, 0, 0
5017, 中2, 1, 1, 0, 1, 0, 0, 0
5018, 中2, 0, 1, 1, 0, 0, 0, 0
4026, 中3, 0, 1, 0, 1, 0, 0, 0
5019, 中2, 1, 1, 1, 0, 0, 0, 0
8005, 小5, 1, 0, 0, 0, 0, 0, 0
3006, 高1, 0, 0, 0, 0, 0, 1, 1
4027, 中3, 1, 1, 1, 0, 0, 0, 0
6013, 中1, 1, 1, 0, 0, 0, 0, 0
4028, 中3, 1, 1, 1, 1, 0, 0, 0
4029, 中3, 1, 2, 1, 1, 0, 0, 0
5020, 中2, 1, 1, 1, 0, 0, 0, 0
5021, 中2, 1, 1, 0, 1, 0, 0, 0
3007, 高1, 0, 0, 0, 0, 0, 2, 1
5022, 中2, 0, 1, 0, 1, 0, 0, 0
6014, 中1, 1, 1, 0, 0, 0, 0, 0
5023, 中2, 1, 0, 1, 0, 0, 0, 0
3008, 高1, 0, 0, 0, 0, 0, 1, 1
4030, 中3, 1, 1, 0, 1, 0, 0, 0
5024, 中2, 1, 1, 1, 1, 0, 0, 0
3009, 高1, 0, 0, 0, 0, 0, 0, 1
3010, 高1, 0, 0, 0, 0, 0, 2, 0
5025, 中2, 1, 1, 0, 0, 1, 0, 0
6015, 中1, 1, 2, 0, 0, 0, 0, 0
8006, 小5, 1, 1, 1, 0, 0, 0, 0
9002, 小4, 1, 0, 1, 0, 0, 0, 0
5026, 中2, 2, 1, 1, 1, 0, 0, 0
4031, 中3, 1, 1, 1, 1, 1, 0, 0
4032, 中3, 1, 1, 0, 0, 0, 0, 0
4033, 中3, 1, 1, 0, 1, 1, 0, 0
6016, 中1, 1, 1, 1, 0, 0, 0, 0
4034, 中3, 1, 1, 0, 0, 0, 0, 0
7010, 小6, 1, 0, 1, 0, 0, 0, 0
5027, 中2, 1, 1, 0, 1, 0, 0, 0
4035, 中3, 1, 1, 0, 1, 0, 0, 0
4036, 中3, 1, 1, 0, 0, 0, 0, 0
6017, 中1, 0, 1, 0, 1, 0, 0, 0
8007, 小5, 1, 1, 0, 0, 0, 0, 0
5028, 中2, 1, 1, 0, 0, 0, 0, 0
5029, 中2, 1, 1, 0, 0, 0, 0, 0
5030, 中2, 1, 1, 0, 0, 0, 0, 0
4037, 中3, 1, 1, 0, 1, 0, 0, 0
9003, 小4, 1, 0, 0, 0, 0, 0, 0
5031, 中2, 1, 1, 0, 0, 1, 0, 0
4038, 中3, 1, 1, 1, 0, 1, 0, 0
8008, 小5, 1, 0, 1, 0, 0, 0, 0
5032, 中2, 1, 1, 0, 0, 0, 0, 0
6018, 中1, 1, 1, 0, 0, 0, 0, 0
7011, 小6, 1, 1, 1, 0, 0, 0, 0
7012, 小6, 1, 0, 0, 0, 0, 0, 0
8009, 小5, 1, 0, 1, 0, 0, 0, 0
4039, 中3, 1, 1, 0, 0, 0, 0, 0
5033, 中2, 1, 1, 0, 0, 0, 0, 0
6019, 中1, 1, 0, 0, 0, 1, 0, 0
3011, 高1, 0, 0, 0, 0, 0, 0, 1
5034, 中2, 2, 1, 0, 0, 1, 0, 0
4040, 中3, 1, 2, 0, 1, 1, 0, 0
